,src,mt,ref,correctness,repetitions,named-entities,omission,strong-unsupport,full-unsupport
1538,"Daß die Aufzüge zu klein sind, ist schon zur Sprache gekommen.","The lifts are too small, so it has already been mentioned.",We talked earlier about the lifts being too small.,1,0,0,0,0,0
1539,(Die Sitzung wird um 13.26 Uhr unterbrochen und um 15.00 Uhr wiederaufgenommen.),(The sitting was suspended at 1.26 p.m. and resumed at 3 p.m.),(The sitting was suspended at 1.26 p.m. and resumed at 3 p.m.),0,0,0,0,0,0
1540,Und so geht es weiter.,That is the way forward.,And so it goes.,1,0,0,0,0,0
1541,Fraktion der Progressiven Allianz der Sozialisten und Demokraten im Europäischen Parlament,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament (includes the British Liberal Democrats and one independent MEP from Ireland),the Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,0,0,1,0,0
1542,Das ist Bauernfängerei.,This is farmers' fishing.,That is humbug.,0,0,0,0,0,0
1543,Es wird über den Verkauf Mitte 2009 gehen.,The sale will take place in mid-2009.,It will go on sale in mid-2009.,1,0,0,0,0,0
1544,Kennzeichnend für die Alkoholvergiftung ist das vielmalige Erbrechen.,Alcohol poisoning is characterised by multiple outbreaks.,The characteristic manifestation of alcoholic intoxication is frequent vomiting.,0,0,0,0,0,0
1545,"Erfahren Sie, wie Sie mit TeleMatics über 100.000 € sparen können.","Find out how TeleMatics can save you more than €100,000.","Learn how the fleet management system can save expenses of more than 100,000 €.",1,0,0,0,0,0
1546,Dabei liegt der Schwerpunkt,The focus is on:,With the accent on:,1,0,0,0,0,0
1547,"In der Tat glauben viele wissenschaftliche Ökonomen, dass die Chefs der Zentralbanken problemlos durch einen Computer ersetzt werden könnten, der so programmiert ist, dass er eine einfache Regel ausführt, die die Zinssätze mechanisch je nach Produktion und Inflation anpasst.","Indeed, many scientific economists believe that central bank executives could easily be replaced by a computer programmed to execute a simple rule that mechanically adapts interest rates to production and inflation.","Indeed, many academic economists believe that central bankers could perfectly well be replaced with a computer programmed to implement a simple rule that adjusts interest rates mechanically in response to output and inflation.",1,0,0,0,0,0
1548,Inverkehrbringen von Biozid-Produkten,placing biocidal products on the market,Placing of biocidal products on the market,1,0,0,0,0,0
1549,Just nice up gefangen und aufgewärmt und ging dann zu Bett.,The staff were very friendly and helpful.,Just caught up nice and warmed up and then go to bed.,0,0,0,0,0,1
1550,Ich stelle den Dringlichkeitsantrag nun zur Abstimmung.,I shall now proceed to the vote on the request for urgent procedure.,I now put the request for urgency to the vote.,1,0,0,0,0,0
1551,Dank seiner keimtötenden und krampflösenden Wirkung hilft er auch bei so mancher Magenverstimmung.,"Thanks to its knee-knee-knee-knee-knee-vascular effect, it also helps in some stomach moods.","Because it is also antibacterial and eases cramping, it also helps deal with upset stomachs.",0,1,0,0,1,0
1552,Darin ist Folgendes vorgesehen:,It provides for:,It provides for:,1,0,0,0,0,0
1553,"Mike ermahnte uns, dass bei Alice Creek der Grund aus feinsandigem Sediment bestehe und dass jeder unbedachte Flossenschlag die Sicht stark trüben könnte.","Mike told us that the reason for Alice Creek was fine-and-sound sediment, and that any unthinkable fin strike could have a very bad view.",Mike reminded us that the floor at Alice Creek is made of fine sandy sediment and that each thoughtless flap of the fins would impede our visibility.,0,0,0,0,0,0
1554,"Herr Präsident, sehr geehrte Kolleginnen und Kollegen!","Mr President, ladies and gentlemen.","Mr President, ladies and gentlemen.",1,0,0,0,0,0
1555,(Lebenslauf in der Anlage),(Vitae in the Annex),(Curriculum vitae attached),1,0,0,0,0,0
1556,"""Die Beihilfe beträgt","""The aid is:","""The amount of aid shall be:",1,0,0,0,0,0
1557,"Füllschaufel Lebensmittel Schaufeln aus Eisen dröhnen, verbeulen, rosten und sind...","Fill scooter food Scooters made of iron drill, coil, roster and are...","Filling scoops for foodstuffs Iron scoops are loud, can be dented and rust and are also...",0,0,0,0,0,0
1558,Ländliche Entwicklung und die Erweiterung,Rural Development and Enlargement,democracy and the rule of law,1,0,0,0,0,0
1559,Weshalb wird hier mit zweierlei Maß gemessen?,Why is double standards being applied here?,What is the reason for this differential treatment?,1,0,0,0,0,0
1560,"Er liquidiert, in der mehr als die ""Kleine Stadt der Unbefleckten"".","It liquidates, in which more than the ""small city of undiscovered.""","He wound up as the Superior of the ""Small City of the Immaculate.""",1,0,0,0,0,0
1561,Mehrwert der Genossenschaften,Value added of cooperatives,Co-operative added value,1,0,0,0,0,0
1562,Die motoraden and die fahrraden in ein garadge gewichen.,The motorades and the bicycles went into a garadge.,The motorbikes and the bicycles in a garage.,1,0,0,0,0,0
1563,"Das Frühstück muss nicht extra gebucht werden, es ist bereits im Preis enthalten.","Breakfast is not required, it is included in the price.","*There is no need to make breakfast reservations, It is already programmed.",0,0,0,0,0,0
1564,Was soll getan werden?,What is to be done?,What is to be done?,1,0,0,0,0,0
1565,"""Förderung der Kraft-Wärme-Kopplung auf der Grundlage des Nutzwärmebedarfs im Energiebinnenmarkt"" - Berichterstatterin: Frau EYBALIN (Mitglied des Regionalrates Rhône-Alpes, F/SPE)","""Rapporteur: Mrs EYBALIN (Member of the Rhône-Alpes Regional Council, F/PES)","7.Promotion of cogeneration based on a useful heat demand in the internal energy market - Rapporteur: Mrs Eybalin (Regional Councillor, Rhône-Alps, F-PES)",0,0,0,1,0,0
1566,"Man wird dich fuer einen netten, mitfuehlenden und sogar attraktiven Menschen halten.","You will be thought to be a nice, helpful and even attractive person.","Other people begin to consider you a nice, responsive and even attractive person.",1,0,0,0,0,0
1567,Vielleicht geht ihr ja schließlich doch noch ein Licht auf.,"After all, perhaps you will see a light.",Finally it might just see the light.,0,0,0,0,0,0
1568,Die Kollegen und Kolleginnen haben mich überzeugt.,My fellow Members have convinced me.,My colleagues persuaded me that such rules were necessary.,1,0,0,0,0,0
1569,"Herr Präsident, sehr geehrte Frau Kommissarin!","Mr President, Commissioner.","Mr President, Madam Commissioner.",1,0,0,0,0,0
1570,Aus dem Komplex erhielt sich nur die Wilhelm-Loge.,Only the Wilhelm-Loge got out of the complex.,Only the Wilhelm lodge was preserved of the entire group of buildings.,0,0,0,0,0,0
1571,Außerdem gibt es ein Bootunterstellen (max.,There is also a boot submission (max.,There is also a boat parking (max.,0,0,0,0,0,0
1572,"Fast meint man sogar, aufs 40 Kilometer entfernte Meran schauen zu können...",You'll almost even think you can look at Meran 40 kilometres away...,"You almost think you can even see Meran, which is 40 kilometres away...",1,0,0,0,0,0
1573,Artis PABRIKS Minister für Auswärtige Angelegenheiten,Artis PABRIKS Minister for Foreign Affairs,Mr Artis PABRIKS Minister for Foreign Affairs,1,0,0,0,0,0
1574,Daran wird sich auch in Zukunft nichts ändern.,This will remain the case in the future.,And this is not going to change any time soon.,1,0,0,0,0,0
1575,In diesem Zusammenhang scheinen mir zwei Dinge vorrangig:,"In this context, two things seem to me to be a priority:",I perceive two key aspects of this:,1,0,0,0,0,0
1576,Diese hörtechnisch ideale Punktschallquelle ermöglicht eine ungemein verfärbungsfreie Wiedergabe.,This sound-technically ideal spot sound source allows for a very color-free reproduction.,These ideal point source permits a extremely coloration free playback.,0,0,0,0,0,0
1577,"Bei einer Korrektur muss die Wölbung der kleinen Schamlippen bewahrt werden, die die Vagina schützen.","When corrected, the wolves of the small sham lips that protect the vagina must be preserved.","The correction must preserve the shape of the small lips, whose function is to protect the vagina.",0,0,0,0,0,0
1578,Das muß jeder wissen!,Everyone needs to know!,Everyone must know this.,1,0,0,0,0,0
1579,"Um über den Hüftschwerpunkt das Gleichgewicht zu halten, hatte er sich bald eine Goshi (Hüft) Technik angeeignet, mit der er das Feld fegte.","In order to keep the balance above the hip spot, he soon acquired a goshi technique with which to sweep the field.","He studied European wrestling and Japanese sumo secretly, combined some of the elements of each and one day brought off what is today kataguruma (shoulder wheel) on his amazed opponent. Keeping balance as a focal hip point, he soon had a goshi (hip) technique that swept the field.",0,0,0,0,0,0
1580,"Um die Schränke wie zu machen ist es mehr funktionell und gegenwärtig möglich, verwendet Creamondi die technisch vollkommenen Systeme der Schiebetü ren und die auserlesenen Materialien der Ausstattung , die festen Skelette und funktionell die Zubehöre .","To make cabinets like this it is more functional and currently possible, Creamondi uses the technically perfect systems of sliding machines and the exquisite materials of the equipment , the solid skeletons and functional the accessories .","To make the wardrobes more efficient and modern Creamondi uses only technically perfect sliding door systems and dainty materials for their decoration , durable frameworks , and efficient accessories as well.",1,0,0,0,0,0
1581,Nach dem Aufenthalt sendeten uns die Gäste folgende Bewertungen für Hotel Nikko Narita .,The guest reviews are submitted by our customers after their stay at Hotel Nikko Narita .,The guest reviews are submitted by our customers after their stay at Hotel Nikko Narita .,0,0,0,1,0,0
1582,"Diese Seite dient momentan erst einmal dazu, den Suchmaschinen Ihre Arbei zu erleichtern...",This page is currently used to make your Arbei easier for search engines...,This page currently is designed to easen the work of search engines...,0,0,0,0,0,0
1583,"Aus der Verdrehsteifigkeit der Federelemente und dem Massenträgheitsmoment der Drehmasse ergibt sich die Eigenfrequenz des Dämpfers, die auf die Eigenfrequenz der Kurbelwelle abgestimmt wird.",The damper's frequency is adjusted to the crankwave's own frequency due to the dampening of the feather elements and the centrality moment of the rotary mass.,"The torsion resistance of the spring element and the mass reactance of the rotating mass produces the intrinsic frequency of the damper, which is matched to the intrinsic frequency of the crankshaft.",1,0,0,0,0,0
1584,Das wird einfach erforderlich sein!,That will simply be necessary.,This will be required.,1,0,0,0,0,0
1585,"Man kann sich fragen, warum das so ist.",One might wonder why it is.,We are bound to ask ourselves why should this be.,1,0,0,0,0,0
1586,"Mecklenburg-Vorpommern erhält davon 2,45 Mrd. €.",Mecklenburg-Western Pomerania will receive €2.45 billion.,Mecklenburg-Western Pomerania is to receive €2.45 billion.,1,0,0,0,0,0
1587,Er war die Stra?e und die Stra?enkarte zugleich.,He was both the Stra?e and the Stra?en card.,He was the road and the map at the same time.,0,0,0,0,0,0
1588,"Durch die rege Reisetätigkeit und die vielen Tourneen hatten die verbliebenen Survivors allerdings immer Gelegenheit diese Verluste schnell zu ersetzen, und so hat die Band heute noch immer ein insgesamt sehr bemerkenswertes Showpotential zu bieten.","Survivors have always had the opportunity to quickly compensate for these losses due to their busy travel activities and the many tours, and so the band still has a very remarkable show potential.",Fortunately the band was traveling and touring very much and so they allways found replacemend for leaving members. Because of this the band still has a remarkable potential and is showing this in every single show.,1,0,0,0,0,0
1589,"Sie zielt insbesondere darauf ab,","In particular, it aims to:","Its purpose is, in particular, to:",1,0,0,0,0,0
1590,Dabei geht es in den seltensten Fällen um konkrete Angriffsziele.,These rarely involve concrete targets for attack.,In most instances it's not about concrete targets.,1,0,0,0,0,0
1591,Fraktion der Grünen / Freie Europäische Allianz,Independence and Democracy Group (includes 10 UKIP MEPs and one independent MEP from Ireland),the Group of the Greens/European Free Alliance,0,0,0,0,1,0
1592,"Verpassen Sie nicht die Ausflüge mit dem U-Boot, die vom Hafen aus starten.",Don't miss the submarine trips from the port.,The submarine excursions departing from this harbour are not to be missed.,1,0,0,0,0,0
1593,Es sind auch die Wechselbeziehungen zwischen Moskau und Bukarest erneut.,The interrelationships between Moscow and Bucharest are again taking place.,Moscow has resumed cooperation with Bucharest.,1,0,0,0,0,0
